age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
54,M,597,En Couple,4,false,7542 SJ 16
18,M,161,Seule,1,false,4454 RB 56
32,F,1386,En Couple,4,false,7311 KT 73
77,M,1015,En Couple,3,true,9050 EC 72
18,M,1345,En Couple,0,false,2238 OZ 29
39,F,1361,Célibataire,0,false,2610 GN 71
39,M,596,En Couple,2,false,5120 AE 94
46,M,1226,En Couple,1,true,7126 SL 66
58,M,1026,Célibataire,0,false,598 AE 71
25,M,773,En Couple,1,false,6029 EX 44
83,Féminin,536,En Couple,0,false,2192 OX 42
81,F,402,En Couple,3,false,3570 RI 96
43,M,472,Célibataire,0,false,7682 IF 58
40,F,976,En Couple,2,true,8129 PX 34
30,F,1299,En Couple,4,false,4626 BY 18
42,M,999,Seule,1,false,6938 LX 91
20,M,507,En Couple,4,false,631 IX 65
36,M,464,En Couple,4,false,6413 YE 17
56,M,480,En Couple,4,false,1227 PU 57
59,M,1293,En Couple,1,false,7613 HW 34
50,M,423,Célibataire,0,false,5178 MJ 15
55,M,516,Célibataire,0,false,973 OF 26
22,F,576,Seule,3,false,2801 IT 16
29,M,583,Seule,3,false,3109 UQ 64
55,M,169,Célibataire,0,false,8335 BV 28
47,M,488,En Couple,0,false,5245 WD 18
27,M,592,En Couple,0,false,3238 FM 96
19,M,156,En Couple,0,true,1967 HI 52
53,F,472,En Couple,1,false,122 JF 26
81,M,485,En Couple,3,false,1545 BL 53
19,F,1282,Célibataire,0,false,4624 QU 57
72,M,468,En Couple,2,false,3528 RL 48
23,M,1369,En Couple,4,false,5408 DB 54
59,M,1121,En Couple,1,false,6478 DF 74
31,M,191,En Couple,4,false,9108 HM 17
40,M,437,Seule,3,false,8477 OA 76
25,F,187,En Couple,3,true,7974 LM 98
25,M,708,En Couple,3,false,5049 LV 36
37,M,1246,En Couple,3,false,5109 HI 29
45,M,212,En Couple,3,false,8346 JY 25
80,F,161,En Couple,1,true,9568 KZ 45
69,M,447,En Couple,4,false,647 QV 15
25,M,205,En Couple,1,false,6216 PU 59
47,M,465,En Couple,0,false,811 EL 21
28,M,451,Célibataire,0,false,8018 HL 43
70,M,931,En Couple,1,false,5890 MT 76
19,M,566,En Couple,2,true,6626 AQ 97
70,M,1015,En Couple,1,false,3373 MY 59
83,M,1351,En Couple,4,false,3457 XW 15
56,M,566,En Couple,2,false,7929 CB 89
36,F,546,En Couple,2,false,9656 QQ 10
49,F,506,Célibataire,0,false,4204 PS 69
67,F,1231,En Couple,1,true,9362 XC 30
47,F,579,Célibataire,0,false,6760 IC 92
35,F,589,Célibataire,0,false,1357 BV 69
41,M,1313,En Couple,4,true,3509 GS 74
29,F,830,En Couple,3,false,8601 NZ 20
37,M,965,En Couple,1,false,9403 BT 23
24,M,526,En Couple,0,false,1239 BO 45
44,M,427,En Couple,0,false,3428 MS 44
51,F,434,En Couple,3,false,3706 EW 20
23,M,1158,En Couple,4,false,206 UW 20
39,F,583,En Couple,0,false,9481 BF 70
44,M,457,Célibataire,0,false,2471 MD 80
27,M,588,En Couple,4,false,1626 WC 91
39,M,741,Célibataire,0,false,7343 LV 24
59,M,877,Célibataire,0,false,8808 UH 78
26,M,231,En Couple,2,true,4329 VD 59
61,M,1180,En Couple,0,true,5886 VM 64
70,F,163,En Couple,2,false,6777 XJ 78
22,F,1162,En Couple,0,false,6954 QQ 65
19,F,1037,En Couple,4,true,2534 JD 67
40,M,1369,Célibataire,0,false,9050 RE 17
21,F,1199,En Couple,1,false,3705 UG 81
31,M,434,Seule,3,false,8753 WM 18
62,F,243,Célibataire,0,false,5340 MX 96
38,M,594,En Couple,4,false,2946 AK 72
48,M,480,En Couple,2,true,8348 CO 82
45,M,887,En Couple,1,false,5507 ZP 39
21,Homme,767,En Couple,2,true,9639 RY 45
57,M,1318,En Couple,2,false,9740 UW 16
65,F,1315,Célibataire,0,false,6718 OM 31
55,M,594,En Couple,3,false,3541 XK 12
77,F,1304,En Couple,0,false,8115 YA 22
56,F,223,En Couple,2,true,43 EJ 87
50,M,975,En Couple,0,false,732 KD 11
63,F,768,Célibataire,0,false,7642 VZ 49
41,M,1384,Marié(e),4,true,398 OI 52
47,F,535,Célibataire,0,false,6068 KC 40
50,M,509,Célibataire,0,false,2002 BH 73
38,M,561,En Couple,4,false,2328 XF 44
53,F,915,En Couple,2,false,4354 WM 67
 ,F,217,Célibataire,0,false,3115 ZM 86
38,M,595,En Couple,1,false,7004 XR 72
81,M,196,En Couple,0,false,6546 SZ 50
 ,M,1109,En Couple,0,true,1630 ZG 38
54,F,1363,Célibataire,0,false,5445 QD 95
70,F,440,En Couple,1,false,7336 PC 68
23,F,556,En Couple,2,false,2942 IU 40
29,F,429,En Couple,4,true,9165 GI 51
48,M,151,Célibataire,0,false,1095 BH 38
42,M,461,En Couple,2,false,2689 VA 73
42,M,1131,Seule,1,false,8303 ZJ 15
42,M,504,Célibataire,0,false,43 ZL 70
26,F,1085,En Couple,3,false,6773 QI 22
22,F,508,En Couple,0,false,1012 JV 97
23,F,1232,En Couple,2,false,3419 SG 66
33,M,1037,En Couple,1,false,6038 ON 50
23,F,446,Célibataire,0,false,8531 NV 54
-1,M,822,Célibataire,0,false,7326 AA 97
74,M,1101,Célibataire,0,false,7269 WM 39
83,F,917,En Couple,0,true,9034 HW 41
35,F,1347,En Couple,1,true,4695 MV 91
35,M,400,Célibataire,0,false,4651 DK 88
44,F,1267,En Couple,4,true,7491 VO 42
50,Homme,517,Célibataire,0,false,8228 JG 53
45,F,158,Célibataire,0,false,4100 KV 82
54,M,155,Célibataire,0,false,8584 WE 13
27,M,437,En Couple,0,true,9960 PR 22
69,M,204,En Couple,2,false,6447 OH 25
53,M,912,Marié(e),2,true,5119 RV 98
46,M,1326,En Couple,3,false,6081 XB 52
49,M,589,En Couple,4,false,8810 KQ 30
28,M,1059,Célibataire,0,false,7401 MJ 22
40,M,557,Célibataire,0,false,9532 TX 78
22,M,427,En Couple,0,false,7474 UW 82
26,F,896,En Couple,2,false,8588 DU 79
40,M,227,Seule,3,false,8637 NT 11
43,M,579,Célibataire,0,false,9361 WR 61
21,M,230,Célibataire,0,false,6681 AB 18
66,F,176,En Couple,2,false,68 SI 11
29,M,782,En Couple,4,false,9513 NM 19
19,M,861,En Couple,0,true,784 CM 79
38,M,989,Célibataire,0,false,577 KQ 76
54,M,562,En Couple,4,true,9461 RU 38
28,M,514,En Couple,0,false,5369 GH 55
20,M,548,En Couple,3,true,1440 NU 30
22,F,167,En Couple,0,false,9608 ZD 16
59,M,433,En Couple,2,false,4373 UC 46
34,F,442,En Couple,0,false,2425 UL 13
43,M,1044,En Couple,0,false,565 BX 98
42,M,408,En Couple,2,false,3369 SQ 70
31,M,452,En Couple,4,false,5495 YG 58
37,M,805,Célibataire,0,false,2086 LD 81
64,M,1338,En Couple,0,false,354 LF 80
19,F,789,En Couple,3,true,7073 MQ 32
31,M,547,En Couple,4,true,4353 OC 10
19,M,199,En Couple,4,false,860 OJ 61
26,M,509,En Couple,1,true,9453 FV 14
23,M,171,En Couple,3,false,4205 FI 93
20,M,868,Célibataire,0,false,3718 IH 32
31,F,461,En Couple,4,false,6537 IF 76
20,F,1298,En Couple,3,false,5498 YQ 67
?,M,1379,En Couple,1,false,393 HM 23
73,M,177,En Couple,4,false,8924 GN 86
18,M,491,Célibataire,0,false,7575 BR 61
48,M,213,En Couple,0,false,3790 TT 73
45,F,1122,Célibataire,0,false,5761 GP 17
36,M,591,Célibataire,0,false,4054 FT 85
36,M,435,En Couple,2,false,2773 VP 23
32,M,162,En Couple,3,false,4364 NZ 89
22,M,841,En Couple,4,true,2611 WC 92
26,Masculin,508,En Couple,1,false,9546 AY 62
35,M,568,Célibataire,0,false,9166 RI 50
25,F,165,En Couple,1,false,394 YR 57
20,F,522,En Couple,3,false,6314 ZW 78
30,F,167,Seule,1,false,6747 AN 10
59,F,1050,En Couple,4,true,5983 SV 54
80,M,930,En Couple,1,false,1500 ZR 49
44,M,1306,Célibataire,0,false,8484 EV 51
71,M,576,En Couple,1,false,8863 JD 64
27,M,185,Célibataire,0,false,9972 DK 15
31,M,434,En Couple,0,false,4407 ER 65
19,M,232,Célibataire,0,false,6460 UI 16
18,F,541,Célibataire,0,false,9305 QO 48
67,F,827,En Couple,2,false,9978 ZQ 43
29,F,522,En Couple,2,false,686 MN 87
21,M,759,Célibataire,0,false,2575 CN 11
23,M,443,En Couple,4,false,463 EV 59
60,F,991,Divorcée,2,false,9550 YF 44
41,M,1134,En Couple,3,false,7607 VG 43
 ,M,540,En Couple,1,false,394 EV 21
21,F,1218,En Couple,1,false,1141 UU 24
47,M,419,En Couple,0,false,5643 NG 73
38,F,464,En Couple,4,false,6614 FY 11
54,M,1133,Célibataire,0,false,7289 WO 31
56,M,453,Célibataire,0,false,206 CY 35
44,M,1020,Célibataire,0,false,2959 GJ 80
70,F,518,En Couple,0,false,4320 IL 49
35,M,764,En Couple,3,true,8985 FR 77
41,M,1015,Célibataire,0,false,6785 CI 54
34,F,515,En Couple,3,false,9333 MC 98
18,M,890,En Couple,0,false,4249 QA 45
41,M,407,En Couple,0,false,4549 QH 52
19,M,217,Célibataire,0,false,2321 GJ 14
28,M,449,En Couple,4,false,8139 NV 21
74,M,934,Célibataire,0,false,9685 PP 84
23,M,224,En Couple,3,false,7276 DO 51
49,M,1176,Célibataire,0,false,2338 MF 46
42,F,590,En Couple,1,false,7517 WU 43
53,M,528,En Couple,4,true,8633 FW 51
56,M,213,Célibataire,0,false,4712 NZ 95
44,F,413,Célibataire,0,false,6938 YH 83
20,M,400,Célibataire,0,false,3400 LD 75
27,M,580,En Couple,4,false,4697 RR 26
45,M,1120,Divorcée,3,false,7559 ZW 13
36,M,472,En Couple,1,false,4956 DF 21
35,M,995,En Couple,3,false,3383 YO 98
19,Homme,446,En Couple,0,true,9675 AZ 84
31,M,1024,En Couple,3,false,9126 TR 18
28,M,195,En Couple,2,true,9006 GB 27
37,M,155,En Couple,0,false,1175 XF 77
32,M,576,Célibataire,0,false,658 ZB 56
55,Homme,425,En Couple,1,false,1344 OL 43
37,M,486,Célibataire,0,false,164 WZ 98
62,M,535,En Couple,0,true,502 FX 37
19,M,444,En Couple,0,false,9139 JT 17
55, ,1235,En Couple,2,false,4386 AQ 59
24,M,448,Seul,0,false,5682 SM 93
50,M,576,En Couple,1,true,831 UY 98
40,M,469,Célibataire,0,false,1459 TV 75
38,M,447,En Couple,1,false,4184 MZ 72
30,F,235,En Couple,1,false,8556 VW 21
74,Homme,231,En Couple,1,true,7518 LT 17
51,F,554,Célibataire,0,false,6261 AT 18
23,F,994,En Couple,1,false,8480 EZ 25
52,M,1119,En Couple,2,false,9688 PA 78
59,M,171,En Couple,2,false,4209 KS 16
33,M,1058,En Couple,3,false,9871 OM 42
55,F,1170,En Couple,1,false,3062 ZJ 16
26,M,490,En Couple,1,false,3978 IY 25
66,M,547,Célibataire,0,false,2724 EQ 15
20,M,178,Célibataire,0,false,7462 KI 27
30,M,1363,En Couple,4,true,5925 FV 37
44,M,532,En Couple,4,true,2229 GN 23
23,M,1333,En Couple,2,true,6580 NF 67
46,F,502,Seule,3,false,4252 YI 71
77,F,435,En Couple,1,false,2972 OL 31
26,M,191,En Couple,0,false,144 AU 96
55,M,414,En Couple,2,false,476 EU 64
29,M,210,En Couple,1,true,3736 SP 38
34,F,586,En Couple,3,false,3845 BY 23
84,M,581,En Couple,2,false,2558 GG 10
19,F,592,Célibataire,0,false,2089 AS 69
38,F,403,En Couple,0,true,189 KH 36
40,M,924,En Couple,4,false,9710 PV 30
49,M,709,En Couple,1,false,2387 MJ 38
27,M,1090,Célibataire,0,false,4793 QA 22
77,M,539,Célibataire,0,false,2960 YA 77
83,M,1330,Célibataire,0,false,3395 MO 51
34,M,477,Seule,1,false,9925 JM 42
19,F,185,En Couple,2,false,7447 YT 14
28,F,448,Célibataire,0,false,3638 LP 84
78,F,409,Célibataire,0,false,7281 HE 46
61,M,178,En Couple,3,false,7032 UT 18
27,M,497,Seule,1,false,5744 HE 39
60,M,450,En Couple,2,false,3 SU 19
44,F,207,En Couple,1,false,3076 CS 87
73,F,448,En Couple,3,false,432 TC 86
57,M,455,En Couple,1,false,9984 ZY 49
52,M,1080,En Couple,1,false,6043 PN 37
37,F,597,Seule,3,false,7032 HI 25
47,M,744,En Couple,2,false,7521 HZ 95
73,M,401,En Couple,1,false,5716 FA 70
38,M,159,En Couple,2,true,4451 OM 44
63,M,1176,Célibataire,0,false,1035 NQ 97
59,F,171,En Couple,3,true,3425 NX 40
29,F,202,En Couple,2,true,8536 ZG 37
53,M,151,Célibataire,0,false,4720 GS 38
50,M,210,Célibataire,0,false,5880 GH 86
33,F,1101,Célibataire,0,false,9252 YE 55
49,F,488,En Couple,0,true,1177 CL 11
33,M,1032,Célibataire,0,false,3317 EI 60
34,M,221,En Couple,3,true,2781 NV 66
19,M,955,Célibataire,0,false,6446 MB 68
35,F,1036,Célibataire,0,false,1540 AX 37
27,M,150,Célibataire,0,false,5225 XL 77
57,M,222,En Couple,2,false,8149 NK 23
25,M,200,Célibataire,0,false,1972 BG 56
51,M,474,Célibataire,0,false,5269 RP 39
53,M,1375,Célibataire,0,false,2430 UR 33
49,M,495,Célibataire,0,false,6253 CT 30
41,M,1165,Célibataire,0,false,5257 VH 62
20,M,975,En Couple,2,false,520 BT 75
53,F,483,En Couple,3,false,2506 ZM 15
52,M,1390,Célibataire,0,false,8258 DB 60
61,M,543,En Couple,3,false,68 SI 88
46,M,210,En Couple,2,false,8585 EI 47
41,M,562,En Couple,0,true,2672 DZ 21
37,M,174,En Couple,2,false,2176 HC 60
62,M,570,Célibataire,0,false,6888 WQ 61
49,M,177,En Couple,4,false,5383 RO 15
19,F,180,En Couple,2,false,9703 CI 38
19,F,450,En Couple,3,false,7027 VI 53
47,M,403,En Couple,2,true,4890 KX 56
33,M,164,En Couple,1,false,1740 VX 15
74,M,224,En Couple,4,true,2209 WB 83
77,F,411,Célibataire,0,false,8121 QL 70
80,F,522,Célibataire,0,false,1406 NO 75
39,F,518,En Couple,4, ,9701 CO 46
34,M,552,En Couple,2,true,9124 NU 33
78,M,1078,En Couple,4,false,4365 KY 22
24,M,1186,Célibataire,0,false,360 IE 58
23,M,852,En Couple,0,false,1520 MM 86
23,F,1119,En Couple,2,false,9091 ZC 36
47,M,537,Célibataire,0,false,685 PC 59
55,F,554,En Couple,1,false,5886 RS 83
77,F,236,Célibataire,0,false,7799 CS 33
75,M,1155,En Couple,3,false,5589 GG 20
78,F,489,En Couple,2,false,980 VP 21
83,F,466,En Couple,3,false,5348 OT 70
60,F,956,Seule,3,false,2473 PP 47
18,M,514,En Couple,0,false,3372 QM 81
18,F,1242,Célibataire,0,false,4895 LJ 72
26,F,1210,En Couple,0,true,6046 LL 36
55,M,1121,Seule,2,false,2641 IN 13
28,F,540,Célibataire,0,false,1006 SN 51
42,M,472,En Couple,1,false,3643 AD 59
26,F,481,Célibataire,0,false,7313 BF 95
49,M,515,Célibataire,0,false,9388 WR 92
21,F,447,Célibataire,0,false,5135 FT 13
40,M,167,Célibataire,0,false,4564 BY 52
27,M,543,En Couple,2,false,6545 TP 79
23,M,1112,Célibataire,0,false,7414 GT 27
47,F,455,En Couple,0,false,9427 ES 20
65,M,1280,En Couple,2,false,4199 QL 19
33,M,552,En Couple,2,false,1075 OP 50
34,M,547,En Couple,0,false,8844 KG 55
78,M,197,En Couple,0,false,4735 OM 31
37,M,436,En Couple,1,false,3391 LZ 65
19,M,763,En Couple,4,false,2603 TP 89
73,M,1248,Seule,1,false,6155 GA 43
82,M,570,Seule,1,false,5224 YF 70
19,M,791,En Couple,2,false,2939 JB 23
31,F,594,En Couple,2,false,5085 XR 66
20,M,1147,En Couple,3,false,3422 XG 45
23,M,196,Célibataire,0,false,4370 PN 89
43,F,986,En Couple,3,false,789 ZV 12
20,M,521,En Couple,2,false,3807 GO 58
84,M,435,En Couple,2,false,7939 AE 42
42,M,158,En Couple,2,false,5393 RT 64
65,F,537,Célibataire,0,false,2076 JN 26
28,M,439,Célibataire,0,false,2821 OU 80
24,F,1370,En Couple,4,false,9574 TV 10
64,M,541,En Couple,2,false,1979 XC 48
42,F,549,En Couple,3,false,1978 IR 91
74,F,485,En Couple,0,true,3011 JU 27
37,M,514,Seule,1,false,1059 KW 48
22,F,165,En Couple,1,true,2147 HZ 34
81,M,848,Seule,3,false,8173 RJ 95
79,F,204,En Couple,4,false,8158 QV 94
21,M,458,En Couple,0,false,7207 IS 59
36,M,524,Célibataire,0,false,5405 IS 80
67,M,1187,En Couple,0,false,97 EJ 14
48,M,508,En Couple,4,false,1882 HS 97
81,M,154,En Couple,1,false,894 UU 64
52,F,422,En Couple,3,true,3408 YZ 48
52,M,447,Célibataire,0,false,7379 SY 78
45,M,581,En Couple,4,false,6684 EM 12
46,M,501,En Couple,4,false,1173 VH 42
84,M,1162,En Couple,1,true,4430 RG 21
41,F,519,Célibataire,0,false,1775 TZ 62
52,M,560,En Couple,0,false,4248 SJ 74
40,M,1269,En Couple,2,false,345 SA 84
29,F,905,En Couple,2,false,8061 RM 13
58,M,187,Célibataire,0,false,3265 MY 39
74,M,186,Célibataire,?,false,4643 QU 66
47,F,1313,En Couple,0,true,3525 JU 34
57,F,595,Célibataire,0,false,8593 TO 77
30,F,224,Célibataire,0,false,9991 SZ 10
49,F,449,En Couple,4,true,2577 WL 87
20,F,486,En Couple,3,false,3959 GD 93
56,M,529,En Couple,0,false,5454 TJ 45
28,M,542,En Couple,3,false,5580 ZN 20
29,M,480,En Couple,4,false,8407 LK 15
39,M,501,En Couple,2,false,2139 AC 26
26,M,940,Célibataire,0,false,1818 AH 76
59,F,473,En Couple,4,true,8765 QB 15
73,M,520,Célibataire,0,false,2121 WT 72
37,F,507,Célibataire,0,false,7453 GV 21
69,M,503,Célibataire,0,false,1544 JX 93
32,F,563,Célibataire,0,false,5383 QK 20
32,M,427,En Couple,0,false,6044 PG 34
32,M,462,Seule,1,false,2122 LP 24
23,M,164,Seule,2,false,4717 VK 41
75,M,594,Célibataire,0,false,7718 BK 70
76,M,1269,En Couple,1,false,2788 FQ 60
60,M,1056,En Couple,1,true,9983 GC 59
20,M,446,En Couple,2,true,9165 LS 41
21,M,1279,En Couple,3,false,4615 RH 69
26,M,550,Célibataire,0,false,1302 QD 84
22,Masculin,455,En Couple,3,false,5223 YT 32
53,M,1214,Célibataire,0,false,4638 MV 98
52,M,1230,En Couple,4,false,1286 HC 22
49,M,492,Célibataire,0,false,5974 VK 92
35,M,436,En Couple,0,false,3567 YG 95
46,M,1361,Célibataire,0,false,6963 JF 13
68,M,426,Seule,3,false,9344 ES 74
26,M,429,En Couple,4,false,8745 WS 95
18,M,490,En Couple,0,false,6613 FT 38
28,F,1082,En Couple,4,false,689 OZ 33
54,F,1278,En Couple,2,false,7808 HN 82
33,M,232,Célibataire,0,false,9123 YO 13
56,M,574,En Couple,4,true,9860 HI 81
84,M,198,En Couple,3,true,4076 YV 75
45,F,234,Célibataire,0,false,2037 SM 60
40,M,1382,En Couple,3,true,2249 RG 22
19,M,804,Célibataire,0,false,8857 XJ 40
74,M,813,En Couple,3,false,26 SV 31
39,M,453,Célibataire,0,false,5849 ZE 79
19,F,444,Célibataire,0,false,7951 GN 81
52,M,225,Célibataire,0,false,416 LS 40
41,M,1264,Seule,2,false,1725 FE 22
70,M,452,Seule,1,false,1978 MD 21
78,F,1140,En Couple,4,false,1002 PB 39
35,M,524,Célibataire,0,false,6774 OP 58
28,F,439,En Couple,0,false,7356 YI 17
75,M,1010,En Couple,2,false,2404 AX 40
64,M,1223,En Couple,4,true,5454 HZ 92
58,M,967,En Couple,2,true,1607 YQ 83
29,M,1054,En Couple,1,false,3387 BV 34
57,F,850,Seule,1,false,244 YF 71
40,M,986,Célibataire,0,false,9680 MU 75
35,F,413,Seule,1,false,6785 DK 18
54,M,1151,Célibataire,0,false,302 ET 49
24,M,241,En Couple,0,false,9158 IP 94
42,M,420,Célibataire,0,false,3172 VJ 62
18,M,162,En Couple,0,false,9391 XN 69
51,M, ,En Couple,0,false,7145 CS 37
36,F,442,En Couple,0,false,2823 IJ 35
26,F,565,En Couple,1,false,7199 QY 87
24,M,525,Célibataire,0,false,9037 KO 35
51,F,523,En Couple,4,false,4321 PO 62
51,M,488,En Couple,0,false,9682 BO 27
62,M,892,En Couple,4,false,1126 JS 88
36,M,569,Célibataire,0,false,473 JN 62
28,M,426,En Couple,3,false,4874 IM 65
30,F,562,En Couple,1,false,8166 TV 54
83,M,445,En Couple,0,false,6812 VF 31
32,F,1068,Célibataire,0,false,9423 PL 73
57,F,739,En Couple,0,false,666 UL 50
19,M,453,Célibataire,0,false,3869 CU 28
53,M,1314,Seule,3,false,9878 AB 31
54,M,1273,En Couple,0,false,8875 CK 86
48,M,417,Célibataire,0,false,7380 MO 66
39,F,521,Seule,1,false,7605 BR 20
28,M,444,Célibataire,0,false,9369 CT 85
71,M,523,En Couple,0,false,6138 CS 48
40,M,448,En Couple,1,false,7677 VF 86
54,F,547,En Couple,4,false,4123 LQ 75
71,M,779,Célibataire,0,false,7625 YD 84
41,M,436,En Couple,3,false,2537 ED 54
24,F,890,En Couple,0,false,5289 GX 54
81,M,741,Célibataire,0,false,8314 CN 28
64,M,1018,Célibataire,0,false,8747 HD 27
38,M,580,En Couple,0,false,8963 JH 69
25,M,150,En Couple,3,false,9566 VP 39
26,M,1377,Célibataire,0,false,4319 JD 34
55,M,705,En Couple,4,false,483 RC 86
75,M,526,En Couple,3,false,6134 FV 29
30,M,584,En Couple,0,false,1311 RE 27
27,F,421,Célibataire,0,false,2646 BW 69
41,F,561,En Couple,3,true,6918 RZ 30
56,M,411,Célibataire,0,false,1198 PC 45
79,M,598,Célibataire,0,false,8545 GI 47
29,M,701,En Couple,1,false,8637 VE 39
23,F,150,Célibataire,0,false,4969 LA 26
18,M,703,En Couple,0,false,1239 KP 75
33,M,816,En Couple,0,false,8505 WX 25
66,M,592,En Couple,1,true,2992 PJ 11
54,M,217,En Couple,1,false,7535 RZ 78
43,M,511,En Couple,0,false,2558 DO 63
30,M,1369,En Couple,2,false,9978 VB 49
60,M,520,Célibataire,0,false,458 ZW 50
66,M,889,En Couple,2,false,1789 GA 65
22,M,1051,En Couple,1,false,1871 KB 33
30,M,934,Célibataire,0,false,6010 XV 66
32,M,542,En Couple,4,true,985 EB 79
31,M,550,En Couple,2,false,6328 DL 13
51,M,495,En Couple,0,true,1895 MF 59
77,F,941,En Couple,1,false,4398 HQ 11
21,M,432,Célibataire,0,false,5722 NY 71
57,M,1319,En Couple,2,false,5604 YX 44
21,M,1305,En Couple,0,false,1859 HA 30
49,F,1233,En Couple,0,false,920 NW 93
49,M,157,En Couple,0,false,4120 AO 86
42,M,228,Célibataire,0,false,2854 FD 30
28,F,1026,Célibataire,0,false,4654 KB 85
70,F,796,En Couple,0,false,783 KA 93
40,M,759,En Couple,?,false,4464 NZ 57
82,F,494,En Couple,1,false,4211 AS 19
47,M,552,En Couple,3,false,7590 TY 69
22,M,472,En Couple,0,false,8550 QZ 55
41,M,483,En Couple,3,false,4958 OY 69
22,M,170,En Couple,2,false,1758 SW 13
68,Homme,968,En Couple,4,false,967 ME 22
25,M,192,Célibataire,0,false,354 QD 40
50,M,232,En Couple,1,false,7760 UN 84
19,M,473,Célibataire,0,false,9100 WC 63
22,M,481,En Couple,2,false,8925 BK 31
22,F,948,Célibataire,0,false,4136 TH 79
83,M,450,Célibataire,0,false,3970 QN 40
31,M,242,En Couple,1,true,786 NG 33
25,M,458,En Couple,4,true,7541 XO 72
31,M,579,En Couple,2,false,4331 QO 81
58,F,188,En Couple,3,false,2847 BM 67
83,M,951,En Couple,2,true,1925 RV 63
70,M,532,En Couple,0,false,4683 KI 97
35,M,705,En Couple,4,false,9538 TW 33
18,M,1125,En Couple,1,true,8742 LS 68
56,F,461,En Couple,0,true,216 BB 12
68,M,1033,Célibataire,0,false,3965 MA 43
75,M,541,En Couple,1,false,6799 DM 73
23,M,166,En Couple,0,true,1 EF 37
40,F,239,Célibataire,0,false,448 OR 85
46,M,874,En Couple,2,false,7109 WU 13
26,M,219,En Couple,4,true,6648 OX 94
20,M,483,En Couple,0,false,5870 VW 59
30,M,448,En Couple,0,false,8082 UQ 37
18,M,588,En Couple,4,false,6322 QN 43
29,F,1106,En Couple,4,false,6000 FV 19
19,F,988,Célibataire,0,false,8537 NO 12
52,F,474,Célibataire,0,false,2163 DV 15
67,M,770,En Couple,4,false,911 RN 28
74,M,478,En Couple,1,false,3101 OL 23
56,F,1264,En Couple,3,false,6399 IM 64
39,M,525,Célibataire,0,false,8582 MU 50
35,F,453,Célibataire,0,false,2521 SL 97
51,M,499,En Couple,2,false,8036 VF 92
20,M,1112,En Couple,1,false,6332 VE 58
72,M,411,Célibataire,0,false,1168 FH 82
21,M,411,En Couple,1,false,9516 DV 75
18,M,585,En Couple,0,false,2935 IH 33
27,M,570,En Couple,4,false,4060 NM 88
35,M,1158,En Couple,1,true,2758 KZ 77
38,F,1374,En Couple,3,false,8581 DY 17
57,M,423,Célibataire,0,false,8173 EG 95
22,M,529,Célibataire,0,false,2109 CJ 51
31,Masculin,1292,En Couple,0,false,6237 PP 34
45,M,415,En Couple,2,false,4960 NE 39
44,F,191,Célibataire,0,false,8601 PL 67
41,F,1000,En Couple,1,true,7066 XG 65
37,F,518,En Couple,0,false,7768 FI 31
62,M,427,En Couple,2,false,3931 YI 89
29,F,531,En Couple,3,false,4433 CS 17
67,F,514,En Couple,2,false,3137 MR 20
23,F,507,En Couple,4,true,381 BD 40
59,F,1236,En Couple,1,false,7696 UK 14
79,M,1054,Célibataire,0,false,7927 BE 14
57,M,230,En Couple,1,false,6221 EG 31
47,F,1286,Célibataire,0,false,191 HQ 70
26,M,1319,En Couple,2,false,2126 AX 46
36,M,213,En Couple,4,false,7026 XY 44
47,F,465,En Couple,4,true,3803 EH 52
24,M,507,En Couple,3,false,659 ZY 72
39,M,505,En Couple,4,false,5568 WW 87
60,M,494,Seule,3,false,5141 BT 95
58,M,458,En Couple,4,false,9416 EA 13
39,M,410,En Couple,4,true,6158 YE 82
38,F,1205,En Couple,4,true,707 FC 48
31,M,957,En Couple,0,false,7366 EV 30
65,M,1024,En Couple,3,false,6896 PL 36
79,M,498,En Couple,2,false,6789 WJ 91
25,M,466,En Couple,0,false,3523 NY 75
45,M,1136,Célibataire,0,false,2375 NC 13
54,F,917,Célibataire,0,false,7856 CR 51
27,M,468,En Couple,2,true,9179 AW 91
82,M,478,Célibataire,0,false,941 SC 10
33,M,500,Célibataire,0,false,5631 EG 48
82,M,160,En Couple,0,true,7523 VF 23
71,M,546,Célibataire,0,false,9990 JL 79
75,F,942,En Couple,2,false,9790 EI 53
20,M,400,En Couple,3,false,8754 YG 84
27,F,410,En Couple,1,false,5960 OJ 73
51,M,249,En Couple,1,false,3833 DU 58
76,M,1112,En Couple,1,false,4817 TG 45
18,M,568,En Couple,1,false,6019 FL 90
24,F,493,Célibataire,0,false,9865 ET 51
37,M,500,En Couple,1,false,633 OC 30
28,M,1016,En Couple,4,false,4676 KF 34
58,F,484,En Couple,1,false,2792 XA 32
75,F,205,En Couple,2,false,2997 RA 94
48,M,964,Célibataire,0,false,6220 ZC 65
26,M,420,En Couple,1,false,9346 EE 36
59,F,414,En Couple,0,false,4325 OL 69
28,M,836,Seule,2,false,4678 XV 19
21,Masculin,975,En Couple,1,true,6132 VH 68
19,M,850,Célibataire,0,false,297 RV 87
39,F,407,En Couple,1,false,7790 EK 71
18,F,173,En Couple,2,false,3802 TN 32
40,M,1385,En Couple,3,true,4055 NZ 24
19,M,1085,En Couple,1,false,9877 CK 16
